id,nom_station,nom_dept,nom_com,insee_com,code_station,typologie,influence,nom_poll,id_poll_ue,valeur,unite,metrique,date_debut,date_fin,statut_valid,x,y,x_reglementaire,y_reglementaire,the_geom
"1,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,3,µg.m-3,journaliere,2018-11-08 04:00:00,2018-11-09 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"2,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Particules PM10,5,15,µg.m-3,journaliere,2018-11-08 04:00:00,2018-11-09 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"3,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,9,µg.m-3,journaliere,2018-11-08 04:00:00,2018-11-09 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
4,Montgaillard,LA REUNION,Saint-Denis,97411,FR38002,p√©riurbaine,Pollution de fond et regionale,Ozone,7,33,µg.m-3,journaliere,2018-11-08 04:00:00,2018-11-09 03:59:00,A,55.4683,-20.9033,55.4684,-20.9033,0101000020E6100000C05B2041F1BB4B40107A36AB3EE734C0
"5,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,2,µg.m-3,journaliere,2018-11-08 04:00:00,2018-11-09 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"6,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,7,µg.m-3,journaliere,2018-11-08 04:00:00,2018-11-09 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"7,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Ozone,7,31,µg.m-3,journaliere,2018-11-08 04:00:00,2018-11-09 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"8,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde de soufre,1,1,µg.m-3,journaliere,2018-11-08 04:00:00,2018-11-09 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"9,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Monoxyde d'azote,38,1,µg.m-3,journaliere,2018-11-08 04:00:00,2018-11-09 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"10,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde d'azote,8,4,µg.m-3,journaliere,2018-11-08 04:00:00,2018-11-09 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"11,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde de soufre,1,2,µg.m-3,journaliere,2018-11-08 04:00:00,2018-11-09 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"12,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Ozone,7,29,µg.m-3,journaliere,2018-11-08 04:00:00,2018-11-09 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
13,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Particules PM10,5,,µg.m-3,journaliere,2018-11-08 04:00:00,2018-11-09 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
14,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Dioxyde d'azote,8,,µg.m-3,journaliere,2018-11-08 04:00:00,2018-11-09 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
15,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Monoxyde d'azote,38,,µg.m-3,journaliere,2018-11-08 04:00:00,2018-11-09 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
"16,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Particules PM10,5,22,µg.m-3,journaliere,2018-11-08 04:00:00,2018-11-09 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"17,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",""Particules fines PM2p5"",6001,9,µg.m-3,journaliere,2018-11-08 04:00:00,2018-11-09 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"18,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,2,µg.m-3,journaliere,2018-11-09 04:00:00,2018-11-10 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"19,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Particules PM10,5,15,µg.m-3,journaliere,2018-11-09 04:00:00,2018-11-10 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"20,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,9,µg.m-3,journaliere,2018-11-09 04:00:00,2018-11-10 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
21,Montgaillard,LA REUNION,Saint-Denis,97411,FR38002,p√©riurbaine,Pollution de fond et regionale,Ozone,7,37,µg.m-3,journaliere,2018-11-09 04:00:00,2018-11-10 03:59:00,A,55.4683,-20.9033,55.4684,-20.9033,0101000020E6100000C05B2041F1BB4B40107A36AB3EE734C0
"22,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,2,µg.m-3,journaliere,2018-11-09 04:00:00,2018-11-10 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"23,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,8,µg.m-3,journaliere,2018-11-09 04:00:00,2018-11-10 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"24,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Ozone,7,36,µg.m-3,journaliere,2018-11-09 04:00:00,2018-11-10 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"25,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde de soufre,1,1,µg.m-3,journaliere,2018-11-09 04:00:00,2018-11-10 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"26,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Monoxyde d'azote,38,2,µg.m-3,journaliere,2018-11-09 04:00:00,2018-11-10 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"27,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde d'azote,8,5,µg.m-3,journaliere,2018-11-09 04:00:00,2018-11-10 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"28,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde de soufre,1,2,µg.m-3,journaliere,2018-11-09 04:00:00,2018-11-10 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"29,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Ozone,7,31,µg.m-3,journaliere,2018-11-09 04:00:00,2018-11-10 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
30,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Particules PM10,5,,µg.m-3,journaliere,2018-11-09 04:00:00,2018-11-10 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
31,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Dioxyde d'azote,8,,µg.m-3,journaliere,2018-11-09 04:00:00,2018-11-10 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
32,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Monoxyde d'azote,38,,µg.m-3,journaliere,2018-11-09 04:00:00,2018-11-10 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
"33,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Particules PM10,5,20,µg.m-3,journaliere,2018-11-09 04:00:00,2018-11-10 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"34,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",""Particules fines PM2p5"",6001,6,µg.m-3,journaliere,2018-11-09 04:00:00,2018-11-10 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"35,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,1,µg.m-3,journaliere,2018-11-10 04:00:00,2018-11-11 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"36,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Particules PM10,5,11,µg.m-3,journaliere,2018-11-10 04:00:00,2018-11-11 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"37,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,7,µg.m-3,journaliere,2018-11-10 04:00:00,2018-11-11 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
38,Montgaillard,LA REUNION,Saint-Denis,97411,FR38002,p√©riurbaine,Pollution de fond et regionale,Ozone,7,40,µg.m-3,journaliere,2018-11-10 04:00:00,2018-11-11 03:59:00,A,55.4683,-20.9033,55.4684,-20.9033,0101000020E6100000C05B2041F1BB4B40107A36AB3EE734C0
"39,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,1,µg.m-3,journaliere,2018-11-10 04:00:00,2018-11-11 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"40,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,5,µg.m-3,journaliere,2018-11-10 04:00:00,2018-11-11 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"41,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Ozone,7,39,µg.m-3,journaliere,2018-11-10 04:00:00,2018-11-11 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"42,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde de soufre,1,1,µg.m-3,journaliere,2018-11-10 04:00:00,2018-11-11 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"43,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Monoxyde d'azote,38,1,µg.m-3,journaliere,2018-11-10 04:00:00,2018-11-11 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"44,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde d'azote,8,4,µg.m-3,journaliere,2018-11-10 04:00:00,2018-11-11 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"45,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde de soufre,1,2,µg.m-3,journaliere,2018-11-10 04:00:00,2018-11-11 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"46,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Ozone,7,36,µg.m-3,journaliere,2018-11-10 04:00:00,2018-11-11 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
47,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Particules PM10,5,,µg.m-3,journaliere,2018-11-10 04:00:00,2018-11-11 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
48,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Dioxyde d'azote,8,,µg.m-3,journaliere,2018-11-10 04:00:00,2018-11-11 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
49,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Monoxyde d'azote,38,,µg.m-3,journaliere,2018-11-10 04:00:00,2018-11-11 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
"50,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Particules PM10,5,21,µg.m-3,journaliere,2018-11-10 04:00:00,2018-11-11 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"51,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",""Particules fines PM2p5"",6001,9,µg.m-3,journaliere,2018-11-10 04:00:00,2018-11-11 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"52,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,0,µg.m-3,journaliere,2018-11-11 04:00:00,2018-11-12 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"53,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Particules PM10,5,10,µg.m-3,journaliere,2018-11-11 04:00:00,2018-11-12 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"54,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,5,µg.m-3,journaliere,2018-11-11 04:00:00,2018-11-12 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
55,Montgaillard,LA REUNION,Saint-Denis,97411,FR38002,p√©riurbaine,Pollution de fond et regionale,Ozone,7,38,µg.m-3,journaliere,2018-11-11 04:00:00,2018-11-12 03:59:00,A,55.4683,-20.9033,55.4684,-20.9033,0101000020E6100000C05B2041F1BB4B40107A36AB3EE734C0
"56,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,1,µg.m-3,journaliere,2018-11-11 04:00:00,2018-11-12 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"57,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,5,µg.m-3,journaliere,2018-11-11 04:00:00,2018-11-12 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"58,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Ozone,7,38,µg.m-3,journaliere,2018-11-11 04:00:00,2018-11-12 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"59,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde de soufre,1,2,µg.m-3,journaliere,2018-11-11 04:00:00,2018-11-12 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"60,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Monoxyde d'azote,38,1,µg.m-3,journaliere,2018-11-11 04:00:00,2018-11-12 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"61,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde d'azote,8,4,µg.m-3,journaliere,2018-11-11 04:00:00,2018-11-12 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"62,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde de soufre,1,3,µg.m-3,journaliere,2018-11-11 04:00:00,2018-11-12 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"63,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Ozone,7,29,µg.m-3,journaliere,2018-11-11 04:00:00,2018-11-12 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
64,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Particules PM10,5,,µg.m-3,journaliere,2018-11-11 04:00:00,2018-11-12 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
65,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Dioxyde d'azote,8,,µg.m-3,journaliere,2018-11-11 04:00:00,2018-11-12 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
66,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Monoxyde d'azote,38,,µg.m-3,journaliere,2018-11-11 04:00:00,2018-11-12 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
"67,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Particules PM10,5,21,µg.m-3,journaliere,2018-11-11 04:00:00,2018-11-12 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"68,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",""Particules fines PM2p5"",6001,11,µg.m-3,journaliere,2018-11-11 04:00:00,2018-11-12 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"69,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,1,µg.m-3,journaliere,2018-11-12 04:00:00,2018-11-13 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"70,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Particules PM10,5,20,µg.m-3,journaliere,2018-11-12 04:00:00,2018-11-13 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"71,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,6,µg.m-3,journaliere,2018-11-12 04:00:00,2018-11-13 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
72,Montgaillard,LA REUNION,Saint-Denis,97411,FR38002,p√©riurbaine,Pollution de fond et regionale,Ozone,7,35,µg.m-3,journaliere,2018-11-12 04:00:00,2018-11-13 03:59:00,A,55.4683,-20.9033,55.4684,-20.9033,0101000020E6100000C05B2041F1BB4B40107A36AB3EE734C0
"73,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,2,µg.m-3,journaliere,2018-11-12 04:00:00,2018-11-13 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"74,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,6,µg.m-3,journaliere,2018-11-12 04:00:00,2018-11-13 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"75,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Ozone,7,34,µg.m-3,journaliere,2018-11-12 04:00:00,2018-11-13 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"76,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde de soufre,1,2,µg.m-3,journaliere,2018-11-12 04:00:00,2018-11-13 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"77,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Monoxyde d'azote,38,2,µg.m-3,journaliere,2018-11-12 04:00:00,2018-11-13 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"78,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde d'azote,8,5,µg.m-3,journaliere,2018-11-12 04:00:00,2018-11-13 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"79,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde de soufre,1,2,µg.m-3,journaliere,2018-11-12 04:00:00,2018-11-13 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"80,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Ozone,7,26,µg.m-3,journaliere,2018-11-12 04:00:00,2018-11-13 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
81,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Particules PM10,5,,µg.m-3,journaliere,2018-11-12 04:00:00,2018-11-13 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
82,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Dioxyde d'azote,8,,µg.m-3,journaliere,2018-11-12 04:00:00,2018-11-13 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
83,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Monoxyde d'azote,38,,µg.m-3,journaliere,2018-11-12 04:00:00,2018-11-13 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
