id,nom_station,nom_dept,nom_com,insee_com,code_station,typologie,influence,nom_poll,id_poll_ue,valeur,unite,metrique,date_debut,date_fin,statut_valid,x,y,x_reglementaire,y_reglementaire,the_geom,ObjectId
137,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins","Particules fines PM2,5",6001,7,µg.m-3,mensuelle,2019-06-01T04:00:00.000Z,2019-07-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,137
138,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Monoxyde d'azote,38,3,µg.m-3,mensuelle,2019-07-01T04:00:00.000Z,2019-08-01T03:59:00.000Z,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,138
139,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Particules PM10,5,11,µg.m-3,mensuelle,2019-07-01T04:00:00.000Z,2019-08-01T03:59:00.000Z,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,139
140,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde d'azote,8,11,µg.m-3,mensuelle,2019-07-01T04:00:00.000Z,2019-08-01T03:59:00.000Z,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,140
141,Montgaillard,LA REUNION,Saint-Denis,97411,FR38002,périurbaine,Pollution de fond et regionale,Ozone,7,49,µg.m-3,mensuelle,2019-07-01T04:00:00.000Z,2019-08-01T03:59:00.000Z,A,55.4683,-20.9033,55.4684,-20.9033,0101000020E6100000C05B2041F1BB4B40107A36AB3EE734C0,141
142,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Monoxyde d'azote,38,4,µg.m-3,mensuelle,2019-07-01T04:00:00.000Z,2019-08-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,142
143,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde d'azote,8,9,µg.m-3,mensuelle,2019-07-01T04:00:00.000Z,2019-08-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,143
144,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Ozone,7,43,µg.m-3,mensuelle,2019-07-01T04:00:00.000Z,2019-08-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,144
145,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde de soufre,1,1,µg.m-3,mensuelle,2019-07-01T04:00:00.000Z,2019-08-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,145
146,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Monoxyde d'azote,38,1,µg.m-3,mensuelle,2019-07-01T04:00:00.000Z,2019-08-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,146
147,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Dioxyde d'azote,8,6,µg.m-3,mensuelle,2019-07-01T04:00:00.000Z,2019-08-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,147
148,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Dioxyde de soufre,1,1,µg.m-3,mensuelle,2019-07-01T04:00:00.000Z,2019-08-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,148
149,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Ozone,7,,µg.m-3,mensuelle,2019-07-01T04:00:00.000Z,2019-08-01T03:59:00.000Z,N,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,149
150,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Particules PM10,5,,µg.m-3,mensuelle,2019-07-01T04:00:00.000Z,2019-08-01T03:59:00.000Z,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0,150
151,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Dioxyde d'azote,8,,µg.m-3,mensuelle,2019-07-01T04:00:00.000Z,2019-08-01T03:59:00.000Z,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0,151
152,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Monoxyde d'azote,38,,µg.m-3,mensuelle,2019-07-01T04:00:00.000Z,2019-08-01T03:59:00.000Z,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0,152
153,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Particules PM10,5,19,µg.m-3,mensuelle,2019-07-01T04:00:00.000Z,2019-08-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,153
154,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins","Particules fines PM2,5",6001,8,µg.m-3,mensuelle,2019-07-01T04:00:00.000Z,2019-08-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,154
155,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Monoxyde d'azote,38,,µg.m-3,mensuelle,2019-08-01T04:00:00.000Z,2019-09-01T03:59:00.000Z,N,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,155
156,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Particules PM10,5,,µg.m-3,mensuelle,2019-08-01T04:00:00.000Z,2019-09-01T03:59:00.000Z,N,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,156
157,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde d'azote,8,,µg.m-3,mensuelle,2019-08-01T04:00:00.000Z,2019-09-01T03:59:00.000Z,N,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,157
158,Montgaillard,LA REUNION,Saint-Denis,97411,FR38002,périurbaine,Pollution de fond et regionale,Ozone,7,55,µg.m-3,mensuelle,2019-08-01T04:00:00.000Z,2019-09-01T03:59:00.000Z,A,55.4683,-20.9033,55.4684,-20.9033,0101000020E6100000C05B2041F1BB4B40107A36AB3EE734C0,158
159,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Monoxyde d'azote,38,3,µg.m-3,mensuelle,2019-08-01T04:00:00.000Z,2019-09-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,159
160,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde d'azote,8,10,µg.m-3,mensuelle,2019-08-01T04:00:00.000Z,2019-09-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,160
161,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Ozone,7,48,µg.m-3,mensuelle,2019-08-01T04:00:00.000Z,2019-09-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,161
162,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde de soufre,1,2,µg.m-3,mensuelle,2019-08-01T04:00:00.000Z,2019-09-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,162
163,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Monoxyde d'azote,38,1,µg.m-3,mensuelle,2019-08-01T04:00:00.000Z,2019-09-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,163
164,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Dioxyde d'azote,8,6,µg.m-3,mensuelle,2019-08-01T04:00:00.000Z,2019-09-01T03:59:00.000Z,R,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,164
165,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Dioxyde de soufre,1,0,µg.m-3,mensuelle,2019-08-01T04:00:00.000Z,2019-09-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,165
166,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Ozone,7,,µg.m-3,mensuelle,2019-08-01T04:00:00.000Z,2019-09-01T03:59:00.000Z,N,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,166
167,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Particules PM10,5,,µg.m-3,mensuelle,2019-08-01T04:00:00.000Z,2019-09-01T03:59:00.000Z,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0,167
168,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Dioxyde d'azote,8,,µg.m-3,mensuelle,2019-08-01T04:00:00.000Z,2019-09-01T03:59:00.000Z,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0,168
169,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Monoxyde d'azote,38,,µg.m-3,mensuelle,2019-08-01T04:00:00.000Z,2019-09-01T03:59:00.000Z,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0,169
170,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Particules PM10,5,22,µg.m-3,mensuelle,2019-08-01T04:00:00.000Z,2019-09-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,170
171,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins","Particules fines PM2,5",6001,9,µg.m-3,mensuelle,2019-08-01T04:00:00.000Z,2019-09-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,171
172,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Particules PM10,5,,µg.m-3,mensuelle,2019-09-01T04:00:00.000Z,2019-10-01T03:59:00.000Z,N,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,172
173,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde d'azote,8,,µg.m-3,mensuelle,2019-09-01T04:00:00.000Z,2019-10-01T03:59:00.000Z,N,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,173
174,Montgaillard,LA REUNION,Saint-Denis,97411,FR38002,périurbaine,Pollution de fond et regionale,Ozone,7,49,µg.m-3,mensuelle,2019-09-01T04:00:00.000Z,2019-10-01T03:59:00.000Z,A,55.4683,-20.9033,55.4684,-20.9033,0101000020E6100000C05B2041F1BB4B40107A36AB3EE734C0,174
175,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Monoxyde d'azote,38,3,µg.m-3,mensuelle,2019-09-01T04:00:00.000Z,2019-10-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,175
176,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde d'azote,8,8,µg.m-3,mensuelle,2019-09-01T04:00:00.000Z,2019-10-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,176
177,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Ozone,7,43,µg.m-3,mensuelle,2019-09-01T04:00:00.000Z,2019-10-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,177
178,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde de soufre,1,1,µg.m-3,mensuelle,2019-09-01T04:00:00.000Z,2019-10-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,178
179,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Monoxyde d'azote,38,0,µg.m-3,mensuelle,2019-09-01T04:00:00.000Z,2019-10-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,179
180,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Dioxyde d'azote,8,5,µg.m-3,mensuelle,2019-09-01T04:00:00.000Z,2019-10-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,180
181,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Dioxyde de soufre,1,1,µg.m-3,mensuelle,2019-09-01T04:00:00.000Z,2019-10-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,181
182,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Ozone,7,,µg.m-3,mensuelle,2019-09-01T04:00:00.000Z,2019-10-01T03:59:00.000Z,N,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,182
183,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Particules PM10,5,,µg.m-3,mensuelle,2019-09-01T04:00:00.000Z,2019-10-01T03:59:00.000Z,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0,183
184,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Dioxyde d'azote,8,,µg.m-3,mensuelle,2019-09-01T04:00:00.000Z,2019-10-01T03:59:00.000Z,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0,184
185,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Monoxyde d'azote,38,,µg.m-3,mensuelle,2019-09-01T04:00:00.000Z,2019-10-01T03:59:00.000Z,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0,185
186,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Particules PM10,5,19,µg.m-3,mensuelle,2019-09-01T04:00:00.000Z,2019-10-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,186
187,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins","Particules fines PM2,5",6001,7,µg.m-3,mensuelle,2019-09-01T04:00:00.000Z,2019-10-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,187
